value,datasourceId,variable,field,runId
29602753.0,all,evidenceTotalCount,,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
573103.0,chembl,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
72405.0,slapenrich,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
378.0,progeny,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
3304.0,gene2phenotype,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
1560570.0,gwas_credible_sets,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
21700.0,crispr_screen,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
3100.0,clingen,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
22168394.0,europepmc,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
33047.0,uniprot_variants,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
4224.0,intogen,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
10166.0,reactome,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
34841.0,genomics_england,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
38223.0,gene_burden,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
229398.0,expression_atlas,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
6301.0,orphanet,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
390.0,sysbio,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
1300.0,cancer_biomarkers,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
1188863.0,impc,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
82754.0,cancer_gene_census,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
3553201.0,eva,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
6744.0,uniprot_literature,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
9830.0,eva_somatic,evidenceCountByDatasource,,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,targetId,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,alleleOrigins,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,allelicRequirements,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,ancestry,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,ancestryId,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,beta,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biologicalModelId,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biomarkerName,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biomarkers_geneticVariation_functionalConsequenceId,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biomarkers_geneticVariation_id,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biomarkers_geneticVariation_name,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,cellType,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,clinicalPhase,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,clinicalSignificances,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,clinicalStatus,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,cohortDescription,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,cohortId,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,cohortShortName,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,confidence,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,contrast,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,crisprScreenLibrary,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,datatypeId,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseCellLines_id,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseCellLines_name,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissue,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseCellLines_tissueId,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseFromSource,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,25.06-testrun-4_2025-06-13
517.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,25.06-testrun-4_2025-06-13
0.0,crispr,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,25.06-testrun-4_2025-06-13
